"Region.Name","Region.Code","Year","Education","Gender","Number.of.Enrolment","Vizside"
"Europe & Central Asia","ECS",1978,"Tertiary","Male",9415940,"gender"
"Europe & Central Asia","ECS",1979,"Pre-primary","Male",13189729,"gender"
"Europe & Central Asia","ECS",1979,"Primary","Male",29968412,"gender"
"Europe & Central Asia","ECS",1979,"Secondary","Male",41970640,"gender"
"Europe & Central Asia","ECS",1979,"Tertiary","Male",9434537,"gender"
"Europe & Central Asia","ECS",1980,"Pre-primary","Male",13340805,"gender"
"Europe & Central Asia","ECS",1980,"Primary","Male",29753816,"gender"
"Europe & Central Asia","ECS",1980,"Secondary","Male",41753564,"gender"
"Europe & Central Asia","ECS",1980,"Tertiary","Male",9494511,"gender"
"Europe & Central Asia","ECS",1981,"Pre-primary","Male",13094086,"gender"
"Europe & Central Asia","ECS",1981,"Primary","Male",29444316,"gender"
"Europe & Central Asia","ECS",1981,"Secondary","Male",41371452,"gender"
"Europe & Central Asia","ECS",1981,"Tertiary","Male",9498231,"gender"
"Europe & Central Asia","ECS",1982,"Pre-primary","Male",13223792,"gender"
"Europe & Central Asia","ECS",1982,"Primary","Male",29352162,"gender"
"Europe & Central Asia","ECS",1982,"Secondary","Male",41328372,"gender"
"Europe & Central Asia","ECS",1982,"Tertiary","Male",9530820,"gender"
"Europe & Central Asia","ECS",1983,"Pre-primary","Male",13365718,"gender"
"Europe & Central Asia","ECS",1983,"Primary","Male",29203340,"gender"
"Europe & Central Asia","ECS",1983,"Secondary","Male",41178896,"gender"
"Europe & Central Asia","ECS",1983,"Tertiary","Male",9536526,"gender"
"Europe & Central Asia","ECS",1984,"Pre-primary","Male",13520540,"gender"
"Europe & Central Asia","ECS",1984,"Primary","Male",29318210,"gender"
"Europe & Central Asia","ECS",1984,"Secondary","Male",41198572,"gender"
"Europe & Central Asia","ECS",1984,"Tertiary","Male",9588824,"gender"
"Europe & Central Asia","ECS",1985,"Pre-primary","Male",13763373,"gender"
"Europe & Central Asia","ECS",1985,"Primary","Male",29247262,"gender"
"Europe & Central Asia","ECS",1985,"Secondary","Male",41408588,"gender"
"Europe & Central Asia","ECS",1985,"Tertiary","Male",9718565,"gender"
"Europe & Central Asia","ECS",1986,"Pre-primary","Male",13986496,"gender"
"Europe & Central Asia","ECS",1986,"Primary","Male",29280114,"gender"
"Europe & Central Asia","ECS",1986,"Secondary","Male",41893684,"gender"
"Europe & Central Asia","ECS",1986,"Tertiary","Male",9716768,"gender"
"Europe & Central Asia","ECS",1987,"Pre-primary","Male",14124757,"gender"
"Europe & Central Asia","ECS",1987,"Primary","Male",29400830,"gender"
"Europe & Central Asia","ECS",1987,"Secondary","Male",42022184,"gender"
"Europe & Central Asia","ECS",1987,"Tertiary","Male",9769265,"gender"
"Europe & Central Asia","ECS",1988,"Pre-primary","Male",14319833,"gender"
"Europe & Central Asia","ECS",1988,"Primary","Male",29525978,"gender"
"Europe & Central Asia","ECS",1988,"Secondary","Male",42019164,"gender"
"Europe & Central Asia","ECS",1988,"Tertiary","Male",9880463,"gender"
"Europe & Central Asia","ECS",1989,"Pre-primary","Male",14481420,"gender"
"Europe & Central Asia","ECS",1989,"Primary","Male",29368518,"gender"
"Europe & Central Asia","ECS",1989,"Secondary","Male",42005480,"gender"
"Europe & Central Asia","ECS",1989,"Tertiary","Male",10078894,"gender"
"Europe & Central Asia","ECS",1990,"Pre-primary","Male",14640576,"gender"
"Europe & Central Asia","ECS",1990,"Primary","Male",29355368,"gender"
"Europe & Central Asia","ECS",1990,"Secondary","Male",41821324,"gender"
"Europe & Central Asia","ECS",1990,"Tertiary","Male",10349822,"gender"
"Europe & Central Asia","ECS",1991,"Pre-primary","Male",14471873,"gender"
"Europe & Central Asia","ECS",1991,"Primary","Male",29385924,"gender"
"Europe & Central Asia","ECS",1991,"Secondary","Male",41720796,"gender"
"Europe & Central Asia","ECS",1991,"Tertiary","Male",10666117,"gender"
"Europe & Central Asia","ECS",1992,"Pre-primary","Male",14190372,"gender"
"Europe & Central Asia","ECS",1992,"Primary","Male",29258978,"gender"
"Europe & Central Asia","ECS",1992,"Secondary","Male",41642324,"gender"
"Europe & Central Asia","ECS",1992,"Tertiary","Male",10802923,"gender"
"Europe & Central Asia","ECS",1993,"Pre-primary","Male",13894801,"gender"
"Europe & Central Asia","ECS",1993,"Primary","Male",29251418,"gender"
"Europe & Central Asia","ECS",1993,"Secondary","Male",42488832,"gender"
"Europe & Central Asia","ECS",1993,"Tertiary","Male",11014839,"gender"
"Europe & Central Asia","ECS",1994,"Pre-primary","Male",13173208,"gender"
"Europe & Central Asia","ECS",1994,"Primary","Male",29256308,"gender"
"Europe & Central Asia","ECS",1994,"Secondary","Male",43058520,"gender"
"Europe & Central Asia","ECS",1994,"Tertiary","Male",11383454,"gender"
"Europe & Central Asia","ECS",1995,"Pre-primary","Male",12840806,"gender"
"Europe & Central Asia","ECS",1995,"Primary","Male",29330724,"gender"
"Europe & Central Asia","ECS",1995,"Secondary","Male",43381684,"gender"
"Europe & Central Asia","ECS",1995,"Tertiary","Male",11471050,"gender"
"Europe & Central Asia","ECS",1996,"Pre-primary","Male",12554659,"gender"
"Europe & Central Asia","ECS",1996,"Primary","Male",29920452,"gender"
"Europe & Central Asia","ECS",1996,"Secondary","Male",43161556,"gender"
"Europe & Central Asia","ECS",1996,"Tertiary","Male",11804533,"gender"
"Europe & Central Asia","ECS",1997,"Pre-primary","Male",12077376,"gender"
"Europe & Central Asia","ECS",1997,"Primary","Male",29774524,"gender"
"Europe & Central Asia","ECS",1997,"Secondary","Male",43281828,"gender"
"Europe & Central Asia","ECS",1997,"Tertiary","Male",12212262,"gender"
"Europe & Central Asia","ECS",1998,"Pre-primary","Male",11395400,"gender"
"Europe & Central Asia","ECS",1998,"Primary","Male",29454450,"gender"
"Europe & Central Asia","ECS",1998,"Secondary","Male",43035392,"gender"
"Europe & Central Asia","ECS",1998,"Tertiary","Male",12353996,"gender"
"Europe & Central Asia","ECS",1999,"Pre-primary","Male",11044560,"gender"
"Europe & Central Asia","ECS",1999,"Primary","Male",28977488,"gender"
"Europe & Central Asia","ECS",1999,"Secondary","Male",43652020,"gender"
"Europe & Central Asia","ECS",1999,"Tertiary","Male",12866473,"gender"
"Europe & Central Asia","ECS",2000,"Pre-primary","Male",10806186,"gender"
"Europe & Central Asia","ECS",2000,"Primary","Male",28246828,"gender"
"Europe & Central Asia","ECS",2000,"Secondary","Male",44006548,"gender"
"Europe & Central Asia","ECS",2000,"Tertiary","Male",13438500,"gender"
"Europe & Central Asia","ECS",2001,"Pre-primary","Male",10733992,"gender"
"Europe & Central Asia","ECS",2001,"Primary","Male",27714794,"gender"
"Europe & Central Asia","ECS",2001,"Secondary","Male",44712672,"gender"
"Europe & Central Asia","ECS",2001,"Tertiary","Male",14192069,"gender"
"Europe & Central Asia","ECS",2002,"Pre-primary","Male",10691021,"gender"
"Europe & Central Asia","ECS",2002,"Primary","Male",27258740,"gender"
"Europe & Central Asia","ECS",2002,"Secondary","Male",44890260,"gender"
"Europe & Central Asia","ECS",2002,"Tertiary","Male",14869750,"gender"
"Europe & Central Asia","ECS",2003,"Pre-primary","Male",10725729,"gender"
"Europe & Central Asia","ECS",2003,"Primary","Male",26666632,"gender"
"Europe & Central Asia","ECS",2003,"Secondary","Male",44689832,"gender"
"Europe & Central Asia","ECS",2003,"Tertiary","Male",15762132,"gender"
"Europe & Central Asia","ECS",2004,"Pre-primary","Male",10605523,"gender"
"Europe & Central Asia","ECS",2004,"Primary","Male",26952736,"gender"
"Europe & Central Asia","ECS",2004,"Secondary","Male",43126756,"gender"
"Europe & Central Asia","ECS",2004,"Tertiary","Male",16041624,"gender"
"Europe & Central Asia","ECS",2005,"Pre-primary","Male",10840008,"gender"
"Europe & Central Asia","ECS",2005,"Primary","Male",26287858,"gender"
"Europe & Central Asia","ECS",2005,"Secondary","Male",42383376,"gender"
"Europe & Central Asia","ECS",2005,"Tertiary","Male",16558554,"gender"
"Europe & Central Asia","ECS",2006,"Pre-primary","Male",11107886,"gender"
"Europe & Central Asia","ECS",2006,"Primary","Male",25787220,"gender"
"Europe & Central Asia","ECS",2006,"Secondary","Male",41551344,"gender"
"Europe & Central Asia","ECS",2006,"Tertiary","Male",17018552,"gender"
"Europe & Central Asia","ECS",2007,"Pre-primary","Male",11308364,"gender"
"Europe & Central Asia","ECS",2007,"Primary","Male",25490706,"gender"
"Europe & Central Asia","ECS",2007,"Secondary","Male",40792692,"gender"
"Europe & Central Asia","ECS",2007,"Tertiary","Male",17316534,"gender"
"Europe & Central Asia","ECS",2008,"Pre-primary","Male",11644762,"gender"
"Europe & Central Asia","ECS",2008,"Primary","Male",25277466,"gender"
"Europe & Central Asia","ECS",2008,"Secondary","Male",39963820,"gender"
"Europe & Central Asia","ECS",2008,"Tertiary","Male",17486484,"gender"
"Europe & Central Asia","ECS",2009,"Pre-primary","Male",11911661,"gender"
"Europe & Central Asia","ECS",2009,"Primary","Male",24998964,"gender"
"Europe & Central Asia","ECS",2009,"Secondary","Male",39432600,"gender"
"Europe & Central Asia","ECS",2009,"Tertiary","Male",17736182,"gender"
"Europe & Central Asia","ECS",2010,"Pre-primary","Male",12239494,"gender"
"Europe & Central Asia","ECS",2010,"Primary","Male",24964140,"gender"
"Europe & Central Asia","ECS",2010,"Secondary","Male",39325948,"gender"
"Europe & Central Asia","ECS",2010,"Tertiary","Male",18035058,"gender"
"Europe & Central Asia","ECS",2011,"Pre-primary","Male",12655798,"gender"
"Europe & Central Asia","ECS",2011,"Primary","Male",25022154,"gender"
"Europe & Central Asia","ECS",2011,"Secondary","Male",38789916,"gender"
"Europe & Central Asia","ECS",2011,"Tertiary","Male",18089718,"gender"
"Europe & Central Asia","ECS",2012,"Pre-primary","Male",13049766,"gender"
"Europe & Central Asia","ECS",2012,"Primary","Male",25083224,"gender"
"Europe & Central Asia","ECS",2012,"Secondary","Male",38138764,"gender"
"Europe & Central Asia","ECS",2012,"Tertiary","Male",18076672,"gender"
"Europe & Central Asia","ECS",2013,"Pre-primary","Male",12701454,"gender"
"Europe & Central Asia","ECS",2013,"Primary","Male",25089442,"gender"
"Europe & Central Asia","ECS",2013,"Secondary","Male",40514840,"gender"
"Europe & Central Asia","ECS",2013,"Tertiary","Male",18028322,"gender"
"Europe & Central Asia","ECS",2014,"Pre-primary","Male",13111690,"gender"
"Europe & Central Asia","ECS",2014,"Primary","Male",25325912,"gender"
"Europe & Central Asia","ECS",2014,"Secondary","Male",40224032,"gender"
"Europe & Central Asia","ECS",2014,"Tertiary","Male",17843682,"gender"
"Europe & Central Asia","ECS",2015,"Pre-primary","Male",NA,"gender"
"Europe & Central Asia","ECS",2015,"Primary","Male",NA,"gender"
"Europe & Central Asia","ECS",2015,"Secondary","Male",NA,"gender"
"Europe & Central Asia","ECS",2015,"Tertiary","Male",NA,"gender"
"Europe & Central Asia","ECS",2016,"Pre-primary","Male",NA,"gender"
"Europe & Central Asia","ECS",2016,"Primary","Male",NA,"gender"
"Europe & Central Asia","ECS",2016,"Secondary","Male",NA,"gender"
"Europe & Central Asia","ECS",2016,"Tertiary","Male",NA,"gender"
"Europe & Central Asia","ECS",2017,"Pre-primary","Male",NA,"gender"
"Europe & Central Asia","ECS",2017,"Primary","Male",NA,"gender"
"Europe & Central Asia","ECS",2017,"Secondary","Male",NA,"gender"
"Europe & Central Asia","ECS",2017,"Tertiary","Male",NA,"gender"
"Latin America & Caribbean","LCN",1970,"Pre-primary","Male",919368.5,"gender"
"Latin America & Caribbean","LCN",1970,"Primary","Male",21970078,"gender"
"Latin America & Caribbean","LCN",1970,"Secondary","Male",5718701,"gender"
"Latin America & Caribbean","LCN",1970,"Tertiary","Male",1121241.6875,"gender"
"Latin America & Caribbean","LCN",1971,"Pre-primary","Male",974088.3125,"gender"
"Latin America & Caribbean","LCN",1971,"Primary","Male",23004676,"gender"
"Latin America & Caribbean","LCN",1971,"Secondary","Male",6075179,"gender"
"Latin America & Caribbean","LCN",1971,"Tertiary","Male",1184593.25,"gender"
"Latin America & Caribbean","LCN",1972,"Pre-primary","Male",1038696,"gender"
"Latin America & Caribbean","LCN",1972,"Primary","Male",23692656,"gender"
"Latin America & Caribbean","LCN",1972,"Secondary","Male",6876344,"gender"
"Latin America & Caribbean","LCN",1972,"Tertiary","Male",1339694.9375,"gender"
"Latin America & Caribbean","LCN",1973,"Pre-primary","Male",1102859.25,"gender"
"Latin America & Caribbean","LCN",1973,"Primary","Male",24398906,"gender"
"Latin America & Caribbean","LCN",1973,"Secondary","Male",7574220.5,"gender"
"Latin America & Caribbean","LCN",1973,"Tertiary","Male",1539265.0625,"gender"
"Latin America & Caribbean","LCN",1974,"Pre-primary","Male",1179803.625,"gender"
"Latin America & Caribbean","LCN",1974,"Primary","Male",24894554,"gender"
"Latin America & Caribbean","LCN",1974,"Secondary","Male",8921143,"gender"
"Latin America & Caribbean","LCN",1974,"Tertiary","Male",1781517,"gender"
"Latin America & Caribbean","LCN",1975,"Pre-primary","Male",1319191.125,"gender"
"Latin America & Caribbean","LCN",1975,"Primary","Male",25266516,"gender"
"Latin America & Caribbean","LCN",1975,"Secondary","Male",9412737,"gender"
"Latin America & Caribbean","LCN",1975,"Tertiary","Male",2053481.75,"gender"
"Latin America & Caribbean","LCN",1976,"Pre-primary","Male",1510546.125,"gender"
"Latin America & Caribbean","LCN",1976,"Primary","Male",25622690,"gender"
"Latin America & Caribbean","LCN",1976,"Secondary","Male",10354562,"gender"
"Latin America & Caribbean","LCN",1976,"Tertiary","Male",2197790.875,"gender"
"Latin America & Caribbean","LCN",1977,"Pre-primary","Male",1676029.875,"gender"
"Latin America & Caribbean","LCN",1977,"Primary","Male",26460006,"gender"
"Latin America & Caribbean","LCN",1977,"Secondary","Male",11322942,"gender"
"Latin America & Caribbean","LCN",1977,"Tertiary","Male",2288537.375,"gender"
"Latin America & Caribbean","LCN",1978,"Pre-primary","Male",1827036.5,"gender"
"Latin America & Caribbean","LCN",1978,"Primary","Male",27259456,"gender"
"Latin America & Caribbean","LCN",1978,"Secondary","Male",11829690,"gender"
"Latin America & Caribbean","LCN",1978,"Tertiary","Male",2406996.125,"gender"
"Latin America & Caribbean","LCN",1979,"Pre-primary","Male",2041584,"gender"
"Latin America & Caribbean","LCN",1979,"Primary","Male",28480354,"gender"
"Latin America & Caribbean","LCN",1979,"Secondary","Male",17695362,"gender"
"Latin America & Caribbean","LCN",1979,"Tertiary","Male",2569562.75,"gender"
"Latin America & Caribbean","LCN",1980,"Pre-primary","Male",2218017.5,"gender"
"Latin America & Caribbean","LCN",1980,"Primary","Male",29041340,"gender"
"Latin America & Caribbean","LCN",1980,"Secondary","Male",18229982,"gender"
"Latin America & Caribbean","LCN",1980,"Tertiary","Male",2726319.125,"gender"
"Latin America & Caribbean","LCN",1981,"Pre-primary","Male",2549125.75,"gender"
"Latin America & Caribbean","LCN",1981,"Primary","Male",29527310,"gender"
"Latin America & Caribbean","LCN",1981,"Secondary","Male",18547914,"gender"
"Latin America & Caribbean","LCN",1981,"Tertiary","Male",2861621.5,"gender"
"Latin America & Caribbean","LCN",1982,"Pre-primary","Male",2966019,"gender"
"Latin America & Caribbean","LCN",1982,"Primary","Male",30183318,"gender"
"Latin America & Caribbean","LCN",1982,"Secondary","Male",18989602,"gender"
"Latin America & Caribbean","LCN",1982,"Tertiary","Male",2954193.5,"gender"
"Latin America & Caribbean","LCN",1983,"Pre-primary","Male",3315371.25,"gender"
"Latin America & Caribbean","LCN",1983,"Primary","Male",30381776,"gender"
"Latin America & Caribbean","LCN",1983,"Secondary","Male",19454942,"gender"
"Latin America & Caribbean","LCN",1983,"Tertiary","Male",3085505.5,"gender"
"Latin America & Caribbean","LCN",1984,"Pre-primary","Male",3712749,"gender"
"Latin America & Caribbean","LCN",1984,"Primary","Male",31242120,"gender"
"Latin America & Caribbean","LCN",1984,"Secondary","Male",19983314,"gender"
"Latin America & Caribbean","LCN",1984,"Tertiary","Male",3617644.75,"gender"
"Latin America & Caribbean","LCN",1985,"Pre-primary","Male",3998324.75,"gender"
"Latin America & Caribbean","LCN",1985,"Primary","Male",31368414,"gender"
"Latin America & Caribbean","LCN",1985,"Secondary","Male",14531665,"gender"
"Latin America & Caribbean","LCN",1985,"Tertiary","Male",3775146,"gender"
"Latin America & Caribbean","LCN",1986,"Pre-primary","Male",4420538,"gender"
"Latin America & Caribbean","LCN",1986,"Primary","Male",33953038,"gender"
"Latin America & Caribbean","LCN",1986,"Secondary","Male",20912708,"gender"
"Latin America & Caribbean","LCN",1986,"Tertiary","Male",3536510.75,"gender"
"Latin America & Caribbean","LCN",1987,"Pre-primary","Male",5440207,"gender"
"Latin America & Caribbean","LCN",1987,"Primary","Male",31718834,"gender"
"Latin America & Caribbean","LCN",1987,"Secondary","Male",21324188,"gender"
"Latin America & Caribbean","LCN",1987,"Tertiary","Male",3556870.5,"gender"
"Latin America & Caribbean","LCN",1988,"Pre-primary","Male",5555925,"gender"
"Latin America & Caribbean","LCN",1988,"Primary","Male",32329510,"gender"
"Latin America & Caribbean","LCN",1988,"Secondary","Male",21730326,"gender"
"Latin America & Caribbean","LCN",1988,"Tertiary","Male",3693206,"gender"
"Latin America & Caribbean","LCN",1989,"Pre-primary","Male",5664327,"gender"
"Latin America & Caribbean","LCN",1989,"Primary","Male",32173030,"gender"
"Latin America & Caribbean","LCN",1989,"Secondary","Male",22092560,"gender"
"Latin America & Caribbean","LCN",1989,"Tertiary","Male",3699168,"gender"
"Latin America & Caribbean","LCN",1990,"Pre-primary","Male",6263386,"gender"
"Latin America & Caribbean","LCN",1990,"Primary","Male",33173908,"gender"
"Latin America & Caribbean","LCN",1990,"Secondary","Male",22380372,"gender"
"Latin America & Caribbean","LCN",1990,"Tertiary","Male",3692970.25,"gender"
"Latin America & Caribbean","LCN",1991,"Pre-primary","Male",6155715,"gender"
"Latin America & Caribbean","LCN",1991,"Primary","Male",32863044,"gender"
"Latin America & Caribbean","LCN",1991,"Secondary","Male",22815910,"gender"
"Latin America & Caribbean","LCN",1991,"Tertiary","Male",3800951.25,"gender"
"Latin America & Caribbean","LCN",1992,"Pre-primary","Male",6500945,"gender"
"Latin America & Caribbean","LCN",1992,"Primary","Male",33387572,"gender"
"Latin America & Caribbean","LCN",1992,"Secondary","Male",23354542,"gender"
"Latin America & Caribbean","LCN",1992,"Tertiary","Male",3803530.25,"gender"
"Latin America & Caribbean","LCN",1993,"Pre-primary","Male",6777560,"gender"
"Latin America & Caribbean","LCN",1993,"Primary","Male",33851974,"gender"
"Latin America & Caribbean","LCN",1993,"Secondary","Male",23615830,"gender"
"Latin America & Caribbean","LCN",1993,"Tertiary","Male",3785866.25,"gender"
"Latin America & Caribbean","LCN",1994,"Pre-primary","Male",6908303.5,"gender"
"Latin America & Caribbean","LCN",1994,"Primary","Male",34377248,"gender"
"Latin America & Caribbean","LCN",1994,"Secondary","Male",24114004,"gender"
"Latin America & Caribbean","LCN",1994,"Tertiary","Male",3846861.75,"gender"
"Latin America & Caribbean","LCN",1995,"Pre-primary","Male",7144592,"gender"
"Latin America & Caribbean","LCN",1995,"Primary","Male",36743988,"gender"
"Latin America & Caribbean","LCN",1995,"Secondary","Male",24696774,"gender"
"Latin America & Caribbean","LCN",1995,"Tertiary","Male",4297129.5,"gender"
"Latin America & Caribbean","LCN",1996,"Pre-primary","Male",7380353.5,"gender"
"Latin America & Caribbean","LCN",1996,"Primary","Male",37055460,"gender"
"Latin America & Caribbean","LCN",1996,"Secondary","Male",25452374,"gender"
"Latin America & Caribbean","LCN",1996,"Tertiary","Male",4094933,"gender"
"Latin America & Caribbean","LCN",1997,"Pre-primary","Male",7530031,"gender"
"Latin America & Caribbean","LCN",1997,"Primary","Male",35787372,"gender"
"Latin America & Caribbean","LCN",1997,"Secondary","Male",25857278,"gender"
"Latin America & Caribbean","LCN",1997,"Tertiary","Male",4600587,"gender"
"Latin America & Caribbean","LCN",1998,"Pre-primary","Male",7815708.5,"gender"
"Latin America & Caribbean","LCN",1998,"Primary","Male",37150596,"gender"
"Latin America & Caribbean","LCN",1998,"Secondary","Male",26862856,"gender"
"Latin America & Caribbean","LCN",1998,"Tertiary","Male",4697297,"gender"
"Latin America & Caribbean","LCN",1999,"Pre-primary","Male",7884831,"gender"
"Latin America & Caribbean","LCN",1999,"Primary","Male",36359272,"gender"
"Latin America & Caribbean","LCN",1999,"Secondary","Male",26813708,"gender"
"Latin America & Caribbean","LCN",1999,"Tertiary","Male",5027542.5,"gender"
"Latin America & Caribbean","LCN",2000,"Pre-primary","Male",8317124,"gender"
"Latin America & Caribbean","LCN",2000,"Primary","Male",36225060,"gender"
"Latin America & Caribbean","LCN",2000,"Secondary","Male",27992382,"gender"
"Latin America & Caribbean","LCN",2000,"Tertiary","Male",5321645.5,"gender"
"Latin America & Caribbean","LCN",2001,"Pre-primary","Male",8401756.5,"gender"
"Latin America & Caribbean","LCN",2001,"Primary","Male",36061656,"gender"
"Latin America & Caribbean","LCN",2001,"Secondary","Male",28012844,"gender"
"Latin America & Caribbean","LCN",2001,"Tertiary","Male",5719731,"gender"
"Latin America & Caribbean","LCN",2002,"Pre-primary","Male",8456036.5,"gender"
"Latin America & Caribbean","LCN",2002,"Primary","Male",36114364,"gender"
"Latin America & Caribbean","LCN",2002,"Secondary","Male",28566982,"gender"
"Latin America & Caribbean","LCN",2002,"Tertiary","Male",6162813,"gender"
"Latin America & Caribbean","LCN",2003,"Pre-primary","Male",8567042,"gender"
"Latin America & Caribbean","LCN",2003,"Primary","Male",35822292,"gender"
"Latin America & Caribbean","LCN",2003,"Secondary","Male",27822242,"gender"
"Latin America & Caribbean","LCN",2003,"Tertiary","Male",6567942,"gender"
"Latin America & Caribbean","LCN",2004,"Pre-primary","Male",8856052,"gender"
"Latin America & Caribbean","LCN",2004,"Primary","Male",35888256,"gender"
"Latin America & Caribbean","LCN",2004,"Secondary","Male",28571726,"gender"
"Latin America & Caribbean","LCN",2004,"Tertiary","Male",6942665.5,"gender"
"Latin America & Caribbean","LCN",2005,"Pre-primary","Male",9110288,"gender"
"Latin America & Caribbean","LCN",2005,"Primary","Male",35680388,"gender"
"Latin America & Caribbean","LCN",2005,"Secondary","Male",28770464,"gender"
"Latin America & Caribbean","LCN",2005,"Tertiary","Male",7370325,"gender"
"Latin America & Caribbean","LCN",2006,"Pre-primary","Male",9259531,"gender"
"Latin America & Caribbean","LCN",2006,"Primary","Male",35494226,"gender"
"Latin America & Caribbean","LCN",2006,"Secondary","Male",28865620,"gender"
"Latin America & Caribbean","LCN",2006,"Tertiary","Male",7850054,"gender"
"Latin America & Caribbean","LCN",2007,"Pre-primary","Male",9380369,"gender"
"Latin America & Caribbean","LCN",2007,"Primary","Male",35451396,"gender"
"Latin America & Caribbean","LCN",2007,"Secondary","Male",28794672,"gender"
"Latin America & Caribbean","LCN",2007,"Tertiary","Male",8337489,"gender"
"Latin America & Caribbean","LCN",2008,"Pre-primary","Male",9703724,"gender"
"Latin America & Caribbean","LCN",2008,"Primary","Male",35221140,"gender"
"Latin America & Caribbean","LCN",2008,"Secondary","Male",29205902,"gender"
"Latin America & Caribbean","LCN",2008,"Tertiary","Male",9048557,"gender"
"Latin America & Caribbean","LCN",2009,"Pre-primary","Male",9859940,"gender"
"Latin America & Caribbean","LCN",2009,"Primary","Male",35092688,"gender"
"Latin America & Caribbean","LCN",2009,"Secondary","Male",29577940,"gender"
"Latin America & Caribbean","LCN",2009,"Tertiary","Male",9244290,"gender"
"Latin America & Caribbean","LCN",2010,"Pre-primary","Male",9741724,"gender"
"Latin America & Caribbean","LCN",2010,"Primary","Male",34772320,"gender"
"Latin America & Caribbean","LCN",2010,"Secondary","Male",29937306,"gender"
"Latin America & Caribbean","LCN",2010,"Tertiary","Male",9659776,"gender"
"Latin America & Caribbean","LCN",2011,"Pre-primary","Male",9796616,"gender"
"Latin America & Caribbean","LCN",2011,"Primary","Male",34455294,"gender"
"Latin America & Caribbean","LCN",2011,"Secondary","Male",30096330,"gender"
"Latin America & Caribbean","LCN",2011,"Tertiary","Male",10022872,"gender"
"Latin America & Caribbean","LCN",2012,"Pre-primary","Male",9922585,"gender"
"Latin America & Caribbean","LCN",2012,"Primary","Male",34055448,"gender"
"Latin America & Caribbean","LCN",2012,"Secondary","Male",30183730,"gender"
"Latin America & Caribbean","LCN",2012,"Tertiary","Male",10294636,"gender"
"Latin America & Caribbean","LCN",2013,"Pre-primary","Male",10141595,"gender"
"Latin America & Caribbean","LCN",2013,"Primary","Male",34115338,"gender"
"Latin America & Caribbean","LCN",2013,"Secondary","Male",31782218,"gender"
"Latin America & Caribbean","LCN",2013,"Tertiary","Male",10544693,"gender"
"Latin America & Caribbean","LCN",2014,"Pre-primary","Male",10181729,"gender"
"Latin America & Caribbean","LCN",2014,"Primary","Male",33722122,"gender"
"Latin America & Caribbean","LCN",2014,"Secondary","Male",31704222,"gender"
"Latin America & Caribbean","LCN",2014,"Tertiary","Male",10651439,"gender"
"Latin America & Caribbean","LCN",2015,"Pre-primary","Male",NA,"gender"
"Latin America & Caribbean","LCN",2015,"Primary","Male",NA,"gender"
"Latin America & Caribbean","LCN",2015,"Secondary","Male",NA,"gender"
"Latin America & Caribbean","LCN",2015,"Tertiary","Male",NA,"gender"
"Latin America & Caribbean","LCN",2016,"Pre-primary","Male",NA,"gender"
"Latin America & Caribbean","LCN",2016,"Primary","Male",NA,"gender"
"Latin America & Caribbean","LCN",2016,"Secondary","Male",NA,"gender"
"Latin America & Caribbean","LCN",2016,"Tertiary","Male",NA,"gender"
"Latin America & Caribbean","LCN",2017,"Pre-primary","Male",NA,"gender"
"Latin America & Caribbean","LCN",2017,"Primary","Male",NA,"gender"
"Latin America & Caribbean","LCN",2017,"Secondary","Male",NA,"gender"
"Latin America & Caribbean","LCN",2017,"Tertiary","Male",NA,"gender"
"Middle East & North Africa","MEA",1970,"Pre-primary","Male",462051.15625,"gender"
"Middle East & North Africa","MEA",1970,"Primary","Male",9928901,"gender"
"Middle East & North Africa","MEA",1970,"Secondary","Male",3430994.375,"gender"
"Middle East & North Africa","MEA",1970,"Tertiary","Male",458391.96875,"gender"
"Middle East & North Africa","MEA",1971,"Pre-primary","Male",469545.53125,"gender"
"Middle East & North Africa","MEA",1971,"Primary","Male",10238516.5,"gender"
"Middle East & North Africa","MEA",1971,"Secondary","Male",3546280.625,"gender"
"Middle East & North Africa","MEA",1971,"Tertiary","Male",483712.9375,"gender"
"Middle East & North Africa","MEA",1972,"Pre-primary","Male",483859.46875,"gender"
"Middle East & North Africa","MEA",1972,"Primary","Male",10522000.5,"gender"
"Middle East & North Africa","MEA",1972,"Secondary","Male",3979607.125,"gender"
"Middle East & North Africa","MEA",1972,"Tertiary","Male",540799.078125,"gender"
"Middle East & North Africa","MEA",1973,"Pre-primary","Male",491660.40625,"gender"
"Middle East & North Africa","MEA",1973,"Primary","Male",11018221.5,"gender"
"Middle East & North Africa","MEA",1973,"Secondary","Male",4249679,"gender"
"Middle East & North Africa","MEA",1973,"Tertiary","Male",607883.0625,"gender"
"Middle East & North Africa","MEA",1974,"Pre-primary","Male",509325.8125,"gender"
"Middle East & North Africa","MEA",1974,"Primary","Male",11403110.5,"gender"
"Middle East & North Africa","MEA",1974,"Secondary","Male",4547818,"gender"
"Middle East & North Africa","MEA",1974,"Tertiary","Male",670613.28125,"gender"
"Middle East & North Africa","MEA",1975,"Pre-primary","Male",597597.5,"gender"
"Middle East & North Africa","MEA",1975,"Primary","Male",12042342,"gender"
"Middle East & North Africa","MEA",1975,"Secondary","Male",5003150,"gender"
"Middle East & North Africa","MEA",1975,"Tertiary","Male",752235.90625,"gender"
"Middle East & North Africa","MEA",1976,"Pre-primary","Male",695618.15625,"gender"
