"income.Name","income.Code","Year","Education","Gender","Number.of.Enrolment","Vizside"
"Lower middle income","LMC",2002,"Secondary","Female",74125216,"gender"
"Lower middle income","LMC",2003,"Secondary","Female",79523472,"gender"
"Lower middle income","LMC",2004,"Secondary","Female",81980304,"gender"
"Lower middle income","LMC",2005,"Secondary","Female",84800728,"gender"
"Lower middle income","LMC",2006,"Secondary","Female",87379248,"gender"
"Lower middle income","LMC",2007,"Secondary","Female",91330640,"gender"
"Lower middle income","LMC",2008,"Secondary","Female",95086448,"gender"
"Lower middle income","LMC",2009,"Secondary","Female",97495264,"gender"
"Lower middle income","LMC",2010,"Secondary","Female",102147336,"gender"
"Lower middle income","LMC",2011,"Secondary","Female",106732656,"gender"
"Lower middle income","LMC",2012,"Secondary","Female",111121976,"gender"
"Lower middle income","LMC",2013,"Secondary","Female",114456592,"gender"
"Lower middle income","LMC",2014,"Secondary","Female",119108208,"gender"
"Lower middle income","LMC",2015,"Secondary","Female",120732336,"gender"
"Lower middle income","LMC",2016,"Secondary","Female",NA,"gender"
"Lower middle income","LMC",2017,"Secondary","Female",NA,"gender"
"Middle income","MIC",1970,"Secondary","Female",45060832,"gender"
"Middle income","MIC",1971,"Secondary","Female",48697472,"gender"
"Middle income","MIC",1972,"Secondary","Female",52637812,"gender"
"Middle income","MIC",1973,"Secondary","Female",56244040,"gender"
"Middle income","MIC",1974,"Secondary","Female",58133060,"gender"
"Middle income","MIC",1975,"Secondary","Female",61014700,"gender"
"Middle income","MIC",1976,"Secondary","Female",66238744,"gender"
"Middle income","MIC",1977,"Secondary","Female",73876976,"gender"
"Middle income","MIC",1978,"Secondary","Female",80246672,"gender"
"Middle income","MIC",1979,"Secondary","Female",86729120,"gender"
"Middle income","MIC",1980,"Secondary","Female",85632016,"gender"
"Middle income","MIC",1981,"Secondary","Female",85318672,"gender"
"Middle income","MIC",1982,"Secondary","Female",84630120,"gender"
"Middle income","MIC",1983,"Secondary","Female",87170408,"gender"
"Middle income","MIC",1984,"Secondary","Female",88988032,"gender"
"Middle income","MIC",1985,"Secondary","Female",86977352,"gender"
"Middle income","MIC",1986,"Secondary","Female",97452392,"gender"
"Middle income","MIC",1987,"Secondary","Female",101608552,"gender"
"Middle income","MIC",1988,"Secondary","Female",104184320,"gender"
"Middle income","MIC",1989,"Secondary","Female",105655080,"gender"
"Middle income","MIC",1990,"Secondary","Female",107912848,"gender"
"Middle income","MIC",1991,"Secondary","Female",111765960,"gender"
"Middle income","MIC",1992,"Secondary","Female",116364552,"gender"
"Middle income","MIC",1993,"Secondary","Female",121009160,"gender"
"Middle income","MIC",1994,"Secondary","Female",125854592,"gender"
"Middle income","MIC",1995,"Secondary","Female",131335184,"gender"
"Middle income","MIC",1996,"Secondary","Female",137430640,"gender"
"Middle income","MIC",1997,"Secondary","Female",144064016,"gender"
"Middle income","MIC",1998,"Secondary","Female",149953216,"gender"
"Middle income","MIC",1999,"Secondary","Female",154719840,"gender"
"Middle income","MIC",2000,"Secondary","Female",161391648,"gender"
"Middle income","MIC",2001,"Secondary","Female",166322224,"gender"
"Middle income","MIC",2002,"Secondary","Female",172516016,"gender"
"Middle income","MIC",2003,"Secondary","Female",179429184,"gender"
"Middle income","MIC",2004,"Secondary","Female",184067648,"gender"
"Middle income","MIC",2005,"Secondary","Female",187498208,"gender"
"Middle income","MIC",2006,"Secondary","Female",190353968,"gender"
"Middle income","MIC",2007,"Secondary","Female",194177712,"gender"
"Middle income","MIC",2008,"Secondary","Female",197757552,"gender"
"Middle income","MIC",2009,"Secondary","Female",200126960,"gender"
"Middle income","MIC",2010,"Secondary","Female",203353200,"gender"
"Middle income","MIC",2011,"Secondary","Female",207226336,"gender"
"Middle income","MIC",2012,"Secondary","Female",210211680,"gender"
"Middle income","MIC",2013,"Secondary","Female",215254512,"gender"
"Middle income","MIC",2014,"Secondary","Female",218476000,"gender"
"Middle income","MIC",2015,"Secondary","Female",218345744,"gender"
"Middle income","MIC",2016,"Secondary","Female",NA,"gender"
"Middle income","MIC",2017,"Secondary","Female",NA,"gender"
"Upper middle income","UMC",1970,"Secondary","Female",27948834,"gender"
"Upper middle income","UMC",1971,"Secondary","Female",31028768,"gender"
"Upper middle income","UMC",1972,"Secondary","Female",34198576,"gender"
"Upper middle income","UMC",1973,"Secondary","Female",36948956,"gender"
"Upper middle income","UMC",1974,"Secondary","Female",38038632,"gender"
"Upper middle income","UMC",1975,"Secondary","Female",39938948,"gender"
"Upper middle income","UMC",1976,"Secondary","Female",44192420,"gender"
"Upper middle income","UMC",1977,"Secondary","Female",50947124,"gender"
"Upper middle income","UMC",1978,"Secondary","Female",56259368,"gender"
"Upper middle income","UMC",1979,"Secondary","Female",61507872,"gender"
"Upper middle income","UMC",1980,"Secondary","Female",59000892,"gender"
"Upper middle income","UMC",1981,"Secondary","Female",57421192,"gender"
"Upper middle income","UMC",1982,"Secondary","Female",55254160,"gender"
"Upper middle income","UMC",1983,"Secondary","Female",54892040,"gender"
"Upper middle income","UMC",1984,"Secondary","Female",55857232,"gender"
"Upper middle income","UMC",1985,"Secondary","Female",51625488,"gender"
"Upper middle income","UMC",1986,"Secondary","Female",60113700,"gender"
"Upper middle income","UMC",1987,"Secondary","Female",62529948,"gender"
"Upper middle income","UMC",1988,"Secondary","Female",63836292,"gender"
"Upper middle income","UMC",1989,"Secondary","Female",64230504,"gender"
"Upper middle income","UMC",1990,"Secondary","Female",64221304,"gender"
"Upper middle income","UMC",1991,"Secondary","Female",65552256,"gender"
"Upper middle income","UMC",1992,"Secondary","Female",67375728,"gender"
"Upper middle income","UMC",1993,"Secondary","Female",69236888,"gender"
"Upper middle income","UMC",1994,"Secondary","Female",71445552,"gender"
"Upper middle income","UMC",1995,"Secondary","Female",74816952,"gender"
"Upper middle income","UMC",1996,"Secondary","Female",78792056,"gender"
"Upper middle income","UMC",1997,"Secondary","Female",82059872,"gender"
"Upper middle income","UMC",1998,"Secondary","Female",86104848,"gender"
"Upper middle income","UMC",1999,"Secondary","Female",89327800,"gender"
"Upper middle income","UMC",2000,"Secondary","Female",92827256,"gender"
"Upper middle income","UMC",2001,"Secondary","Female",95699064,"gender"
"Upper middle income","UMC",2002,"Secondary","Female",98390792,"gender"
"Upper middle income","UMC",2003,"Secondary","Female",99905720,"gender"
"Upper middle income","UMC",2004,"Secondary","Female",102087344,"gender"
"Upper middle income","UMC",2005,"Secondary","Female",102697480,"gender"
"Upper middle income","UMC",2006,"Secondary","Female",102974720,"gender"
"Upper middle income","UMC",2007,"Secondary","Female",102847072,"gender"
"Upper middle income","UMC",2008,"Secondary","Female",102671104,"gender"
"Upper middle income","UMC",2009,"Secondary","Female",102631704,"gender"
"Upper middle income","UMC",2010,"Secondary","Female",101205872,"gender"
"Upper middle income","UMC",2011,"Secondary","Female",100493680,"gender"
"Upper middle income","UMC",2012,"Secondary","Female",99089704,"gender"
"Upper middle income","UMC",2013,"Secondary","Female",100797928,"gender"
"Upper middle income","UMC",2014,"Secondary","Female",99367792,"gender"
"Upper middle income","UMC",2015,"Secondary","Female",97613408,"gender"
"Upper middle income","UMC",2016,"Secondary","Female",NA,"gender"
"Upper middle income","UMC",2017,"Secondary","Female",NA,"gender"
"High income","HIC",1970,"Tertiary","Female",6982873,"gender"
"High income","HIC",1971,"Tertiary","Female",7014861,"gender"
"High income","HIC",1972,"Tertiary","Female",7440358,"gender"
"High income","HIC",1973,"Tertiary","Female",7982495,"gender"
"High income","HIC",1974,"Tertiary","Female",8446969,"gender"
"High income","HIC",1975,"Tertiary","Female",9110646,"gender"
"High income","HIC",1976,"Tertiary","Female",9850143,"gender"
"High income","HIC",1977,"Tertiary","Female",10268995,"gender"
"High income","HIC",1978,"Tertiary","Female",10805687,"gender"
"High income","HIC",1979,"Tertiary","Female",11041633,"gender"
"High income","HIC",1980,"Tertiary","Female",11482436,"gender"
"High income","HIC",1981,"Tertiary","Female",12005285,"gender"
"High income","HIC",1982,"Tertiary","Female",12418957,"gender"
"High income","HIC",1983,"Tertiary","Female",12784305,"gender"
"High income","HIC",1984,"Tertiary","Female",13095303,"gender"
"High income","HIC",1985,"Tertiary","Female",13293286,"gender"
"High income","HIC",1986,"Tertiary","Female",13521176,"gender"
"High income","HIC",1987,"Tertiary","Female",13900358,"gender"
"High income","HIC",1988,"Tertiary","Female",14389781,"gender"
"High income","HIC",1989,"Tertiary","Female",14941461,"gender"
"High income","HIC",1990,"Tertiary","Female",15791770,"gender"
"High income","HIC",1991,"Tertiary","Female",16373459,"gender"
"High income","HIC",1992,"Tertiary","Female",17308138,"gender"
"High income","HIC",1993,"Tertiary","Female",18289790,"gender"
"High income","HIC",1994,"Tertiary","Female",19010314,"gender"
"High income","HIC",1995,"Tertiary","Female",19556962,"gender"
"High income","HIC",1996,"Tertiary","Female",19979676,"gender"
"High income","HIC",1997,"Tertiary","Female",20282998,"gender"
"High income","HIC",1998,"Tertiary","Female",19951560,"gender"
"High income","HIC",1999,"Tertiary","Female",20703044,"gender"
"High income","HIC",2000,"Tertiary","Female",20781420,"gender"
"High income","HIC",2001,"Tertiary","Female",21490124,"gender"
"High income","HIC",2002,"Tertiary","Female",23455286,"gender"
"High income","HIC",2003,"Tertiary","Female",24399680,"gender"
"High income","HIC",2004,"Tertiary","Female",25053304,"gender"
"High income","HIC",2005,"Tertiary","Female",25630186,"gender"
"High income","HIC",2006,"Tertiary","Female",25985576,"gender"
"High income","HIC",2007,"Tertiary","Female",26381218,"gender"
"High income","HIC",2008,"Tertiary","Female",26878896,"gender"
"High income","HIC",2009,"Tertiary","Female",27669412,"gender"
"High income","HIC",2010,"Tertiary","Female",28867804,"gender"
"High income","HIC",2011,"Tertiary","Female",29519454,"gender"
"High income","HIC",2012,"Tertiary","Female",29605196,"gender"
"High income","HIC",2013,"Tertiary","Female",28945618,"gender"
"High income","HIC",2014,"Tertiary","Female",28746492,"gender"
"High income","HIC",2015,"Tertiary","Female",28676486,"gender"
"High income","HIC",2016,"Tertiary","Female",NA,"gender"
"High income","HIC",2017,"Tertiary","Female",NA,"gender"
"Low income","LIC",1970,"Tertiary","Female",116888.109375,"gender"
"Low income","LIC",1971,"Tertiary","Female",111191.4921875,"gender"
"Low income","LIC",1972,"Tertiary","Female",114149.2421875,"gender"
"Low income","LIC",1973,"Tertiary","Female",127001.2734375,"gender"
"Low income","LIC",1974,"Tertiary","Female",150019.515625,"gender"
"Low income","LIC",1975,"Tertiary","Female",177704.921875,"gender"
"Low income","LIC",1976,"Tertiary","Female",200357.5,"gender"
"Low income","LIC",1977,"Tertiary","Female",217617.984375,"gender"
"Low income","LIC",1978,"Tertiary","Female",227466.546875,"gender"
"Low income","LIC",1979,"Tertiary","Female",226201.21875,"gender"
"Low income","LIC",1980,"Tertiary","Female",222157.890625,"gender"
"Low income","LIC",1981,"Tertiary","Female",220243.046875,"gender"
"Low income","LIC",1982,"Tertiary","Female",227757.828125,"gender"
"Low income","LIC",1983,"Tertiary","Female",235546.28125,"gender"
"Low income","LIC",1984,"Tertiary","Female",254426.546875,"gender"
"Low income","LIC",1985,"Tertiary","Female",276134.96875,"gender"
"Low income","LIC",1986,"Tertiary","Female",302222.71875,"gender"
"Low income","LIC",1987,"Tertiary","Female",319216.0625,"gender"
"Low income","LIC",1988,"Tertiary","Female",338028.53125,"gender"
"Low income","LIC",1989,"Tertiary","Female",354430.0625,"gender"
"Low income","LIC",1990,"Tertiary","Female",360707.875,"gender"
"Low income","LIC",1991,"Tertiary","Female",367186.875,"gender"
"Low income","LIC",1992,"Tertiary","Female",366766.15625,"gender"
"Low income","LIC",1993,"Tertiary","Female",360969.53125,"gender"
"Low income","LIC",1994,"Tertiary","Female",344786.6875,"gender"
"Low income","LIC",1995,"Tertiary","Female",327952.4375,"gender"
"Low income","LIC",1996,"Tertiary","Female",320081.84375,"gender"
"Low income","LIC",1997,"Tertiary","Female",317896.375,"gender"
"Low income","LIC",1998,"Tertiary","Female",322530.96875,"gender"
"Low income","LIC",1999,"Tertiary","Female",331026.0625,"gender"
"Low income","LIC",2000,"Tertiary","Female",377309.4375,"gender"
"Low income","LIC",2001,"Tertiary","Female",408041.25,"gender"
"Low income","LIC",2002,"Tertiary","Female",453901.21875,"gender"
"Low income","LIC",2003,"Tertiary","Female",504004.3125,"gender"
"Low income","LIC",2004,"Tertiary","Female",555375.6875,"gender"
"Low income","LIC",2005,"Tertiary","Female",624687.875,"gender"
"Low income","LIC",2006,"Tertiary","Female",681373.375,"gender"
"Low income","LIC",2007,"Tertiary","Female",754240.0625,"gender"
"Low income","LIC",2008,"Tertiary","Female",846490.6875,"gender"
"Low income","LIC",2009,"Tertiary","Female",970045.8125,"gender"
"Low income","LIC",2010,"Tertiary","Female",1136101.125,"gender"
"Low income","LIC",2011,"Tertiary","Female",1258677.5,"gender"
"Low income","LIC",2012,"Tertiary","Female",1392458.625,"gender"
"Low income","LIC",2013,"Tertiary","Female",1460836.75,"gender"
"Low income","LIC",2014,"Tertiary","Female",1549589.875,"gender"
"Low income","LIC",2015,"Tertiary","Female",1583068.875,"gender"
"Low income","LIC",2016,"Tertiary","Female",NA,"gender"
"Low income","LIC",2017,"Tertiary","Female",NA,"gender"
"Lower middle income","LMC",1970,"Tertiary","Female",2237573.5,"gender"
"Lower middle income","LMC",1971,"Tertiary","Female",2363377,"gender"
"Lower middle income","LMC",1972,"Tertiary","Female",2483657.5,"gender"
"Lower middle income","LMC",1973,"Tertiary","Female",2578448,"gender"
"Lower middle income","LMC",1974,"Tertiary","Female",2682296,"gender"
"Lower middle income","LMC",1975,"Tertiary","Female",2750421.75,"gender"
"Lower middle income","LMC",1976,"Tertiary","Female",2847251.5,"gender"
"Lower middle income","LMC",1977,"Tertiary","Female",2978295.75,"gender"
"Lower middle income","LMC",1978,"Tertiary","Female",3182662,"gender"
"Lower middle income","LMC",1979,"Tertiary","Female",3405983,"gender"
"Lower middle income","LMC",1980,"Tertiary","Female",3572149.5,"gender"
"Lower middle income","LMC",1981,"Tertiary","Female",3840115.75,"gender"
"Lower middle income","LMC",1982,"Tertiary","Female",3996141.5,"gender"
"Lower middle income","LMC",1983,"Tertiary","Female",4266805,"gender"
"Lower middle income","LMC",1984,"Tertiary","Female",4569421,"gender"
"Lower middle income","LMC",1985,"Tertiary","Female",4750389.5,"gender"
"Lower middle income","LMC",1986,"Tertiary","Female",4791227.5,"gender"
"Lower middle income","LMC",1987,"Tertiary","Female",5001622,"gender"
"Lower middle income","LMC",1988,"Tertiary","Female",5020109.5,"gender"
"Lower middle income","LMC",1989,"Tertiary","Female",5281597.5,"gender"
"Lower middle income","LMC",1990,"Tertiary","Female",5504155,"gender"
"Lower middle income","LMC",1991,"Tertiary","Female",5721377,"gender"
"Lower middle income","LMC",1992,"Tertiary","Female",5856925,"gender"
"Lower middle income","LMC",1993,"Tertiary","Female",6043499.5,"gender"
"Lower middle income","LMC",1994,"Tertiary","Female",6273190,"gender"
"Lower middle income","LMC",1995,"Tertiary","Female",6595602,"gender"
"Lower middle income","LMC",1996,"Tertiary","Female",7194606.5,"gender"
"Lower middle income","LMC",1997,"Tertiary","Female",7904791.5,"gender"
"Lower middle income","LMC",1998,"Tertiary","Female",8807874,"gender"
"Lower middle income","LMC",1999,"Tertiary","Female",9977662,"gender"
"Lower middle income","LMC",2000,"Tertiary","Female",10809196,"gender"
"Lower middle income","LMC",2001,"Tertiary","Female",11341018,"gender"
"Lower middle income","LMC",2002,"Tertiary","Female",12341071,"gender"
"Lower middle income","LMC",2003,"Tertiary","Female",12841871,"gender"
"Lower middle income","LMC",2004,"Tertiary","Female",13517644,"gender"
"Lower middle income","LMC",2005,"Tertiary","Female",14287875,"gender"
"Lower middle income","LMC",2006,"Tertiary","Female",15436146,"gender"
"Lower middle income","LMC",2007,"Tertiary","Female",16642765,"gender"
"Lower middle income","LMC",2008,"Tertiary","Female",18292386,"gender"
"Lower middle income","LMC",2009,"Tertiary","Female",19510972,"gender"
"Lower middle income","LMC",2010,"Tertiary","Female",21027462,"gender"
"Lower middle income","LMC",2011,"Tertiary","Female",24246114,"gender"
"Lower middle income","LMC",2012,"Tertiary","Female",26759238,"gender"
"Lower middle income","LMC",2013,"Tertiary","Female",27631646,"gender"
"Lower middle income","LMC",2014,"Tertiary","Female",29633496,"gender"
"Lower middle income","LMC",2015,"Tertiary","Female",29689390,"gender"
"Lower middle income","LMC",2016,"Tertiary","Female",NA,"gender"
"Lower middle income","LMC",2017,"Tertiary","Female",NA,"gender"
"Middle income","MIC",1970,"Tertiary","Female",6513540.5,"gender"
"Middle income","MIC",1971,"Tertiary","Female",6848134.5,"gender"
"Middle income","MIC",1972,"Tertiary","Female",7208467.5,"gender"
"Middle income","MIC",1973,"Tertiary","Female",7535412,"gender"
"Middle income","MIC",1974,"Tertiary","Female",7968092,"gender"
"Middle income","MIC",1975,"Tertiary","Female",8411812,"gender"
"Middle income","MIC",1976,"Tertiary","Female",8729774,"gender"
"Middle income","MIC",1977,"Tertiary","Female",9099649,"gender"
"Middle income","MIC",1978,"Tertiary","Female",9515939,"gender"
"Middle income","MIC",1979,"Tertiary","Female",10015144,"gender"
"Middle income","MIC",1980,"Tertiary","Female",10433047,"gender"
"Middle income","MIC",1981,"Tertiary","Female",10991731,"gender"
"Middle income","MIC",1982,"Tertiary","Female",11606334,"gender"
"Middle income","MIC",1983,"Tertiary","Female",12186089,"gender"
"Middle income","MIC",1984,"Tertiary","Female",13178585,"gender"
"Middle income","MIC",1985,"Tertiary","Female",13755279,"gender"
"Middle income","MIC",1986,"Tertiary","Female",13819144,"gender"
"Middle income","MIC",1987,"Tertiary","Female",14246335,"gender"
"Middle income","MIC",1988,"Tertiary","Female",14355873,"gender"
"Middle income","MIC",1989,"Tertiary","Female",14761519,"gender"
"Middle income","MIC",1990,"Tertiary","Female",15156347,"gender"
"Middle income","MIC",1991,"Tertiary","Female",15576596,"gender"
"Middle income","MIC",1992,"Tertiary","Female",15799793,"gender"
"Middle income","MIC",1993,"Tertiary","Female",16145559,"gender"
"Middle income","MIC",1994,"Tertiary","Female",16935052,"gender"
"Middle income","MIC",1995,"Tertiary","Female",18236808,"gender"
"Middle income","MIC",1996,"Tertiary","Female",19228416,"gender"
"Middle income","MIC",1997,"Tertiary","Female",21124482,"gender"
"Middle income","MIC",1998,"Tertiary","Female",22739148,"gender"
"Middle income","MIC",1999,"Tertiary","Female",25148956,"gender"
"Middle income","MIC",2000,"Tertiary","Female",27527518,"gender"
"Middle income","MIC",2001,"Tertiary","Female",30292334,"gender"
"Middle income","MIC",2002,"Tertiary","Female",33925768,"gender"
"Middle income","MIC",2003,"Tertiary","Female",37201200,"gender"
"Middle income","MIC",2004,"Tertiary","Female",40354780,"gender"
"Middle income","MIC",2005,"Tertiary","Female",43476060,"gender"
"Middle income","MIC",2006,"Tertiary","Female",47399492,"gender"
"Middle income","MIC",2007,"Tertiary","Female",51259820,"gender"
"Middle income","MIC",2008,"Tertiary","Female",55264104,"gender"
"Middle income","MIC",2009,"Tertiary","Female",58438784,"gender"
"Middle income","MIC",2010,"Tertiary","Female",61708448,"gender"
"Middle income","MIC",2011,"Tertiary","Female",65695008,"gender"
"Middle income","MIC",2012,"Tertiary","Female",69186152,"gender"
"Middle income","MIC",2013,"Tertiary","Female",71168408,"gender"
"Middle income","MIC",2014,"Tertiary","Female",77566464,"gender"
"Middle income","MIC",2015,"Tertiary","Female",78581632,"gender"
"Middle income","MIC",2016,"Tertiary","Female",NA,"gender"
"Middle income","MIC",2017,"Tertiary","Female",NA,"gender"
"Upper middle income","UMC",1970,"Tertiary","Female",NA,"gender"
"Upper middle income","UMC",1971,"Tertiary","Female",NA,"gender"
"Upper middle income","UMC",1972,"Tertiary","Female",NA,"gender"
"Upper middle income","UMC",1973,"Tertiary","Female",4956964,"gender"
"Upper middle income","UMC",1974,"Tertiary","Female",5285796,"gender"
"Upper middle income","UMC",1975,"Tertiary","Female",5661390.5,"gender"
"Upper middle income","UMC",1976,"Tertiary","Female",5882522,"gender"
"Upper middle income","UMC",1977,"Tertiary","Female",6121353.5,"gender"
"Upper middle income","UMC",1978,"Tertiary","Female",6333276.5,"gender"
"Upper middle income","UMC",1979,"Tertiary","Female",6609161,"gender"
"Upper middle income","UMC",1980,"Tertiary","Female",6860897.5,"gender"
"Upper middle income","UMC",1981,"Tertiary","Female",7151615.5,"gender"
"Upper middle income","UMC",1982,"Tertiary","Female",7610192.5,"gender"
"Upper middle income","UMC",1983,"Tertiary","Female",7919284,"gender"
"Upper middle income","UMC",1984,"Tertiary","Female",8609164,"gender"
"Upper middle income","UMC",1985,"Tertiary","Female",9004889,"gender"
"Upper middle income","UMC",1986,"Tertiary","Female",9027916,"gender"
"Upper middle income","UMC",1987,"Tertiary","Female",9244713,"gender"
"Upper middle income","UMC",1988,"Tertiary","Female",9335764,"gender"
"Upper middle income","UMC",1989,"Tertiary","Female",9479922,"gender"
"Upper middle income","UMC",1990,"Tertiary","Female",9652192,"gender"
"Upper middle income","UMC",1991,"Tertiary","Female",9855218,"gender"
"Upper middle income","UMC",1992,"Tertiary","Female",9942868,"gender"
"Upper middle income","UMC",1993,"Tertiary","Female",10102059,"gender"
"Upper middle income","UMC",1994,"Tertiary","Female",10661862,"gender"
"Upper middle income","UMC",1995,"Tertiary","Female",11641206,"gender"
"Upper middle income","UMC",1996,"Tertiary","Female",12033809,"gender"
"Upper middle income","UMC",1997,"Tertiary","Female",13219690,"gender"
"Upper middle income","UMC",1998,"Tertiary","Female",13931275,"gender"
"Upper middle income","UMC",1999,"Tertiary","Female",15171293,"gender"
"Upper middle income","UMC",2000,"Tertiary","Female",16718322,"gender"
"Upper middle income","UMC",2001,"Tertiary","Female",18951316,"gender"
"Upper middle income","UMC",2002,"Tertiary","Female",21584698,"gender"
"Upper middle income","UMC",2003,"Tertiary","Female",24359328,"gender"
"Upper middle income","UMC",2004,"Tertiary","Female",26837136,"gender"
"Upper middle income","UMC",2005,"Tertiary","Female",29188184,"gender"
"Upper middle income","UMC",2006,"Tertiary","Female",31963344,"gender"
"Upper middle income","UMC",2007,"Tertiary","Female",34617056,"gender"
"Upper middle income","UMC",2008,"Tertiary","Female",36971720,"gender"
"Upper middle income","UMC",2009,"Tertiary","Female",38927812,"gender"
"Upper middle income","UMC",2010,"Tertiary","Female",40680984,"gender"
"Upper middle income","UMC",2011,"Tertiary","Female",41448896,"gender"
"Upper middle income","UMC",2012,"Tertiary","Female",42426916,"gender"
"Upper middle income","UMC",2013,"Tertiary","Female",43536760,"gender"
"Upper middle income","UMC",2014,"Tertiary","Female",47932972,"gender"
"Upper middle income","UMC",2015,"Tertiary","Female",48892244,"gender"
"Upper middle income","UMC",2016,"Tertiary","Female",NA,"gender"
"Upper middle income","UMC",2017,"Tertiary","Female",NA,"gender"
"High income","HIC",1970,"Pre-primary","Male",9958606,"gender"
"High income","HIC",1970,"Primary","Male",44007296,"gender"
"High income","HIC",1970,"Secondary","Male",41561290,"gender"
"High income","HIC",1970,"Tertiary","Male",10674923,"gender"
"High income","HIC",1971,"Pre-primary","Male",9882847,"gender"
"High income","HIC",1971,"Primary","Male",44283720,"gender"
"High income","HIC",1971,"Secondary","Male",42046482,"gender"
"High income","HIC",1971,"Tertiary","Male",10739995,"gender"
"High income","HIC",1972,"Pre-primary","Male",9863726,"gender"
"High income","HIC",1972,"Primary","Male",44243908,"gender"
"High income","HIC",1972,"Secondary","Male",43070636,"gender"
"High income","HIC",1972,"Tertiary","Male",11267314,"gender"
"High income","HIC",1973,"Pre-primary","Male",10161556,"gender"
"High income","HIC",1973,"Primary","Male",44091848,"gender"
"High income","HIC",1973,"Secondary","Male",43569944,"gender"
"High income","HIC",1973,"Tertiary","Male",11566585,"gender"
"High income","HIC",1974,"Pre-primary","Male",10482798,"gender"
"High income","HIC",1974,"Primary","Male",43693040,"gender"
"High income","HIC",1974,"Secondary","Male",44139240,"gender"
"High income","HIC",1974,"Tertiary","Male",11879221,"gender"
"High income","HIC",1975,"Pre-primary","Male",10893344,"gender"
"High income","HIC",1975,"Primary","Male",43291120,"gender"
"High income","HIC",1975,"Secondary","Male",44137852,"gender"
"High income","HIC",1975,"Tertiary","Male",12433804,"gender"
"High income","HIC",1976,"Pre-primary","Male",11203057,"gender"
"High income","HIC",1976,"Primary","Male",42846872,"gender"
"High income","HIC",1976,"Secondary","Male",44275724,"gender"
"High income","HIC",1976,"Tertiary","Male",13338979,"gender"
"High income","HIC",1977,"Pre-primary","Male",11207353,"gender"
"High income","HIC",1977,"Primary","Male",42546664,"gender"
"High income","HIC",1977,"Secondary","Male",44402184,"gender"
"High income","HIC",1977,"Tertiary","Male",13222609,"gender"
"High income","HIC",1978,"Pre-primary","Male",11103142,"gender"
"High income","HIC",1978,"Primary","Male",42233560,"gender"
"High income","HIC",1978,"Secondary","Male",44198580,"gender"
"High income","HIC",1978,"Tertiary","Male",13538241,"gender"
"High income","HIC",1979,"Pre-primary","Male",11113511,"gender"
"High income","HIC",1979,"Primary","Male",41937960,"gender"
"High income","HIC",1979,"Secondary","Male",43645724,"gender"
"High income","HIC",1979,"Tertiary","Male",13486681,"gender"
"High income","HIC",1980,"Pre-primary","Male",11128577,"gender"
"High income","HIC",1980,"Primary","Male",42680540,"gender"
"High income","HIC",1980,"Secondary","Male",45189444,"gender"
"High income","HIC",1980,"Tertiary","Male",13751158,"gender"
"High income","HIC",1981,"Pre-primary","Male",11305565,"gender"
"High income","HIC",1981,"Primary","Male",42318788,"gender"
"High income","HIC",1981,"Secondary","Male",45010400,"gender"
"High income","HIC",1981,"Tertiary","Male",14091185,"gender"
"High income","HIC",1982,"Pre-primary","Male",11329115,"gender"
"High income","HIC",1982,"Primary","Male",42236936,"gender"
"High income","HIC",1982,"Secondary","Male",45335376,"gender"
"High income","HIC",1982,"Tertiary","Male",14426845,"gender"
"High income","HIC",1983,"Pre-primary","Male",11387051,"gender"
"High income","HIC",1983,"Primary","Male",41708632,"gender"
"High income","HIC",1983,"Secondary","Male",45235688,"gender"
"High income","HIC",1983,"Tertiary","Male",14731599,"gender"
"High income","HIC",1984,"Pre-primary","Male",11560635,"gender"
"High income","HIC",1984,"Primary","Male",41058704,"gender"
"High income","HIC",1984,"Secondary","Male",45376240,"gender"
"High income","HIC",1984,"Tertiary","Male",14940381,"gender"
"High income","HIC",1985,"Pre-primary","Male",11686295,"gender"
"High income","HIC",1985,"Primary","Male",40625300,"gender"
"High income","HIC",1985,"Secondary","Male",45250380,"gender"
"High income","HIC",1985,"Tertiary","Male",14959700,"gender"
"High income","HIC",1986,"Pre-primary","Male",11982097,"gender"
"High income","HIC",1986,"Primary","Male",40437876,"gender"
"High income","HIC",1986,"Secondary","Male",45491396,"gender"
"High income","HIC",1986,"Tertiary","Male",15038082,"gender"
"High income","HIC",1987,"Pre-primary","Male",12167270,"gender"
"High income","HIC",1987,"Primary","Male",40374032,"gender"
"High income","HIC",1987,"Secondary","Male",45402592,"gender"
"High income","HIC",1987,"Tertiary","Male",15228774,"gender"
"High income","HIC",1988,"Pre-primary","Male",12319856,"gender"
"High income","HIC",1988,"Primary","Male",40344404,"gender"
"High income","HIC",1988,"Secondary","Male",45015388,"gender"
"High income","HIC",1988,"Tertiary","Male",15461389,"gender"
"High income","HIC",1989,"Pre-primary","Male",12196811,"gender"
"High income","HIC",1989,"Primary","Male",40410972,"gender"
"High income","HIC",1989,"Secondary","Male",44644560,"gender"
"High income","HIC",1989,"Tertiary","Male",15761531,"gender"
"High income","HIC",1990,"Pre-primary","Male",12353947,"gender"
"High income","HIC",1990,"Primary","Male",40523432,"gender"
"High income","HIC",1990,"Secondary","Male",44147152,"gender"
"High income","HIC",1990,"Tertiary","Male",16105582,"gender"
"High income","HIC",1991,"Pre-primary","Male",12624959,"gender"
